Target,RA,DEC,Sp. Type,T_eff [K],V [mag],G [mag],Data product plots,Pre-upgrade DRS,Post-upgrade DRS,Pre-upgrade standard SERVAL,Post-upgrade standard SERVAL,Pre-upgrade mlc SERVAL (use these),Post-upgrade mlc SERVAL(use these),RA_deg,DEC_deg
HD7082,01:10:07.3732,-57:41:39.805,G6II/III,5106.0,6.4,6.2,HD7082_plots.pdf,HD7082_harps_pre-drs.vels,,HD7082_harps_pre-serval.vels,,HD7082_harps_pre_serval-mlc.vels,,17.530721666666665,-57.69439027777778
HD70889,08:23:31.8109,-27:49:20.475,F9.5V,5995.2,7.1,6.9,HD70889_plots.pdf,HD70889_harps_pre-drs.vels,,HD70889_harps_pre-serval.vels,,HD70889_harps_pre_serval-mlc.vels,,125.88254541666664,-27.822354166666667
HD70903,08:24:10.3616,-11:26:19.377,K0V,5118.0,9.4,9.2,HD70903_plots.pdf,HD70903_harps_pre-drs.vels,,HD70903_harps_pre-serval.vels,,HD70903_harps_pre_serval-mlc.vels,,126.04317333333331,-11.438715833333333
HD70982,08:21:07.6386,-64:06:21.606,G6/8III,5068.5,6.1,5.8,HD70982_plots.pdf,HD70982_harps_pre-drs.vels,,HD70982_harps_pre-serval.vels,,HD70982_harps_pre_serval-mlc.vels,,125.28182749999999,-64.10600166666666
HD71043,08:22:55.1585,-52:07:25.423,A0V,9654.0,5.9,5.9,HD71043_plots.pdf,HD71043_harps_pre-drs.vels,,HD71043_harps_pre-serval.vels,,HD71043_harps_pre_serval-mlc.vels,,125.72982708333332,-52.12372861111111
HD71155,08:25:39.6320,-03:54:23.117,A0Va,9118.0,3.9,3.8,,HD71155_harps_pre-drs.vels,HD71155_harps_post-drs.vels,HD71155_harps_pre-serval.vels,HD71155_harps_post-serval.vels,HD71155_harps_pre_serval-mlc.vels,HD71155_harps_post_serval-mlc.vels,126.4151333333333,-3.906421388888889
HD7134,01:11:32.0801,-12:50:35.098,G1V,5974.8,7.5,7.3,HD7134_plots.pdf,HD7134_harps_pre-drs.vels,,HD7134_harps_pre-serval.vels,,HD7134_harps_pre_serval-mlc.vels,,17.883667083333332,-12.843082777777779
HD71479,08:27:35.1263,-05:08:55.088,G2/3V,5972.2,7.2,7.0,HD71479_plots.pdf,HD71479_harps_pre-drs.vels,,HD71479_harps_pre-serval.vels,,HD71479_harps_pre_serval-mlc.vels,,126.89635958333332,-5.148635555555556
HD71835,08:28:11.9807,-36:43:22.748,G9V+,5479.0,8.4,8.2,,HD71835_harps_pre-drs.vels,HD71835_harps_post-drs.vels,HD71835_harps_pre-serval.vels,HD71835_harps_post-serval.vels,HD71835_harps_pre_serval-mlc.vels,HD71835_harps_post_serval-mlc.vels,127.0499195833333,-36.72298555555556
HD7199,01:10:47.2213,-66:11:17.390,K1IV,5263.0,8.0,7.8,,HD7199_harps_pre-drs.vels,HD7199_harps_post-drs.vels,HD7199_harps_pre-serval.vels,HD7199_harps_post-serval.vels,HD7199_harps_pre_serval-mlc.vels,HD7199_harps_post_serval-mlc.vels,17.696755416666665,-66.1881638888889
HD72359,08:32:39.8706,+10:03:57.630,A1V,9366.7,6.5,6.4,HD72359_plots.pdf,HD72359_harps_pre-drs.vels,,HD72359_harps_pre-serval.vels,,HD72359_harps_pre_serval-mlc.vels,,128.1661275,10.066008333333334
HD72374,08:29:07.4035,-61:52:24.231,G2V,5816.5,8.5,8.3,HD72374_plots.pdf,HD72374_harps_pre-drs.vels,,HD72374_harps_pre-serval.vels,,HD72374_harps_pre_serval-mlc.vels,,127.28084791666664,-61.8733975
HD72579,08:31:09.0244,-54:05:17.788,K0V,5449.0,8.2,8.0,HD72579_plots.pdf,HD72579_harps_pre-drs.vels,,HD72579_harps_pre-serval.vels,,HD72579_harps_pre_serval-mlc.vels,,127.78760166666667,-54.088274444444444
HD72659,08:34:03.1900,-01:34:05.579,G2V,5898.0,7.5,7.3,HD72659_plots.pdf,HD72659_harps_pre-drs.vels,HD72659_harps_post-drs.vels,HD72659_harps_pre-serval.vels,HD72659_harps_post-serval.vels,HD72659_harps_pre_serval-mlc.vels,HD72659_harps_post_serval-mlc.vels,128.51329166666665,-1.568216388888889
HD72660,08:34:01.6143,-02:09:05.594,A0V,9572.2,5.8,5.8,HD72660_plots.pdf,HD72660_harps_pre-drs.vels,,HD72660_harps_pre-serval.vels,,HD72660_harps_pre_serval-mlc.vels,,128.50672624999999,-2.151553888888889
HD7279,01:12:46.1311,-25:14:08.084,K6Vk:,4231.0,9.5,9.0,HD7279_plots.pdf,HD7279_harps_pre-drs.vels,,HD7279_harps_pre-serval.vels,,HD7279_harps_pre_serval-mlc.vels,,18.192212916666662,-25.235578888888888
HD72892,08:34:52.5948,-14:27:24.110,G5V,5690.0,8.8,8.6,HD72892_plots.pdf,HD72892_harps_pre-drs.vels,,HD72892_harps_pre-serval.vels,,HD72892_harps_pre_serval-mlc.vels,,128.719145,-14.456697222222221
HD72968,08:35:28.1988,-07:58:56.252,A1VpSrCr,9372.3,5.7,5.7,HD72968_plots.pdf,HD72968_harps_pre-drs.vels,,HD72968_harps_pre-serval.vels,,HD72968_harps_pre_serval-mlc.vels,,128.867495,-7.982292222222222
HD73121,08:35:12.5373,-39:58:13.620,F9.5V,6031.3,6.4,6.3,HD73121_plots.pdf,HD73121_harps_pre-drs.vels,,HD73121_harps_pre-serval.vels,,HD73121_harps_pre_serval-mlc.vels,,128.80223875,-39.97045
HD73143,08:37:05.7688,+09:39:20.086,A3V,8161.2,5.9,5.9,HD73143_plots.pdf,HD73143_harps_pre-drs.vels,,HD73143_harps_pre-serval.vels,,HD73143_harps_pre_serval-mlc.vels,,129.27403666666666,9.655579444444445
HD73256,08:36:23.0163,-30:02:15.441,G8IV-VFe+0.5,5554.5,8.1,7.9,HD73256_plots.pdf,HD73256_harps_pre-drs.vels,,HD73256_harps_pre-serval.vels,,HD73256_harps_pre_serval-mlc.vels,,129.09590124999997,-30.0376225
HD73262,08:37:39.3696,+05:42:13.637,A0Vnn,9145.3,4.1,4.1,HD73262_plots.pdf,HD73262_harps_pre-drs.vels,,HD73262_harps_pre-serval.vels,,HD73262_harps_pre_serval-mlc.vels,,129.41403999999997,5.703788055555556
HD73267,08:36:17.7760,-34:27:35.919,K0V,5333.2,8.9,8.7,HD73267_plots.pdf,HD73267_harps_pre-drs.vels,,HD73267_harps_pre-serval.vels,,HD73267_harps_pre_serval-mlc.vels,,129.07406666666665,-34.4599775
HD73316,08:38:05.1712,+09:34:28.604,A1V,9628.0,6.5,6.5,HD73316_plots.pdf,HD73316_harps_pre-drs.vels,,HD73316_harps_pre-serval.vels,,HD73316_harps_pre_serval-mlc.vels,,129.52154666666664,9.574612222222221
HD73502,08:37:01.3029,-44:06:52.844,G1Ib,5095.6,7.3,8.0,HD73502_plots.pdf,HD73502_harps_pre-drs.vels,,HD73502_harps_pre-serval.vels,,HD73502_harps_pre_serval-mlc.vels,,129.25542875,-44.11467888888889
HD7355,01:13:51.6044,+05:08:30.639,F7/8V,6062.8,7.7,7.6,HD7355_plots.pdf,HD7355_harps_pre-drs.vels,,HD7355_harps_pre-serval.vels,,HD7355_harps_pre_serval-mlc.vels,,18.465018333333333,5.141844166666667
HD73887,08:37:18.8334,-62:51:12.472,K0III,4831.5,5.5,5.1,HD73887_plots.pdf,HD73887_harps_pre-drs.vels,,HD73887_harps_pre-serval.vels,,HD73887_harps_pre_serval-mlc.vels,,129.3284725,-62.85346444444445
HD7399,01:13:51.3442,-20:30:47.691,F5V,6401.6,8.8,8.7,HD7399_plots.pdf,,HD7399_harps_post-drs.vels,,HD7399_harps_post-serval.vels,,HD7399_harps_post_serval-mlc.vels,18.463934166666668,-20.5132475
HD74000,08:40:50.8038,-16:20:42.513,F2,,9.7,9.5,HD74000_plots.pdf,HD74000_harps_pre-drs.vels,,HD74000_harps_pre-serval.vels,,HD74000_harps_pre_serval-mlc.vels,,130.2116825,-16.345142499999998
HD74006,08:40:06.1436,-35:18:30.065,G5II/III,5155.0,4.0,3.6,HD74006_plots.pdf,HD74006_harps_pre-drs.vels,,HD74006_harps_pre-serval.vels,,HD74006_harps_pre_serval-mlc.vels,,130.0255983333333,-35.30835138888889
HD74014,08:41:18.5612,-04:48:32.187,K0III,5565.5,7.6,7.4,HD74014_plots.pdf,HD74014_harps_pre-drs.vels,,HD74014_harps_pre-serval.vels,,HD74014_harps_pre_serval-mlc.vels,,130.3273383333333,-4.808940833333333
HD74455,08:42:16.1937,-48:05:56.725,B2/3IV/V,8868.7,5.5,5.4,HD74455_plots.pdf,HD74455_harps_pre-drs.vels,,HD74455_harps_pre-serval.vels,,HD74455_harps_pre_serval-mlc.vels,,130.56747374999998,-48.09909027777778
HD7449,01:14:29.3222,-05:02:50.614,F9.5V,6031.0,7.5,7.3,,HD7449_harps_pre-drs.vels,HD7449_harps_post-drs.vels,HD7449_harps_pre-serval.vels,HD7449_harps_post-serval.vels,HD7449_harps_pre_serval-mlc.vels,HD7449_harps_post_serval-mlc.vels,18.622175833333333,-5.047392777777778
HD74521,08:44:45.0360,+10:04:54.003,A1VpHgMnSiEu,8598.7,5.7,5.6,,HD74521_harps_pre-drs.vels,,HD74521_harps_pre-serval.vels,,HD74521_harps_pre_serval-mlc.vels,,131.18765,10.0816675
HD74591,08:45:01.2814,+05:40:50.113,A6V,7908.3,6.1,6.1,HD74591_plots.pdf,HD74591_harps_pre-drs.vels,,HD74591_harps_pre-serval.vels,,HD74591_harps_pre_serval-mlc.vels,,131.25533916666666,5.680586944444444
HD74698,08:40:17.5215,-71:52:37.690,G5V,5763.5,7.8,7.6,,HD74698_harps_pre-drs.vels,HD74698_harps_post-drs.vels,HD74698_harps_pre-serval.vels,HD74698_harps_post-serval.vels,HD74698_harps_pre_serval-mlc.vels,HD74698_harps_post_serval-mlc.vels,130.07300625,-71.8771361111111
HD74873,08:46:56.0191,+12:06:35.830,A1Vp,8500.8,5.9,5.9,HD74873_plots.pdf,HD74873_harps_pre-drs.vels,,HD74873_harps_pre-serval.vels,,HD74873_harps_pre_serval-mlc.vels,,131.73341291666668,12.109952777777778
HD74874,08:46:46.5122,+06:25:07.685,G1III+A8V,5437.8,3.4,,,HD74874_harps_pre-drs.vels,,HD74874_harps_pre-serval.vels,,HD74874_harps_pre_serval-mlc.vels,,131.69380083333334,6.418801388888889
HD74957,08:44:24.0494,-57:46:08.807,G2V,5898.5,8.1,7.9,HD74957_plots.pdf,HD74957_harps_pre-drs.vels,HD74957_harps_post-drs.vels,HD74957_harps_pre-serval.vels,HD74957_harps_post-serval.vels,HD74957_harps_pre_serval-mlc.vels,HD74957_harps_post_serval-mlc.vels,131.1002058333333,-57.76911305555556
HD750,00:11:35.7941,-57:28:21.180,K1V,5155.5,9.1,8.8,HD750_plots.pdf,HD750_harps_pre-drs.vels,,HD750_harps_pre-serval.vels,,HD750_harps_pre_serval-mlc.vels,,2.8991420833333326,-57.472550000000005
HD7515,01:14:21.8158,-50:15:05.354,G2/3V,5746.0,9.4,9.3,HD7515_plots.pdf,HD7515_harps_pre-drs.vels,,HD7515_harps_pre-serval.vels,,HD7515_harps_pre_serval-mlc.vels,,18.590899166666667,-50.251487222222224
HD75168,08:45:58.2575,-54:57:37.382,G5/6III,5307.0,7.0,6.8,HD75168_plots.pdf,HD75168_harps_pre-drs.vels,,HD75168_harps_pre-serval.vels,,HD75168_harps_pre_serval-mlc.vels,,131.49273958333333,-54.96038388888889
HD75171,08:44:29.9582,-65:49:31.548,A4V,7733.5,6.0,6.0,HD75171_plots.pdf,HD75171_harps_pre-drs.vels,,HD75171_harps_pre-serval.vels,,HD75171_harps_pre_serval-mlc.vels,,131.1248258333333,-65.82543
HD75289,08:47:40.3895,-41:44:12.456,F9VFe+0.3,6107.0,6.4,6.2,HD75289_plots.pdf,HD75289_harps_pre-drs.vels,,HD75289_harps_pre-serval.vels,,HD75289_harps_pre_serval-mlc.vels,,131.9182895833333,-41.73679333333333
HD75302,08:49:12.5290,+03:29:05.120,G5V,5699.3,7.4,7.3,HD75302_plots.pdf,HD75302_harps_pre-drs.vels,HD75302_harps_post-drs.vels,HD75302_harps_pre-serval.vels,HD75302_harps_post-serval.vels,HD75302_harps_pre_serval-mlc.vels,HD75302_harps_post_serval-mlc.vels,132.30220416666666,3.4847555555555556
HD75328,08:40:19.1130,-79:40:26.541,F8V,5961.3,8.1,7.9,HD75328_plots.pdf,HD75328_harps_pre-drs.vels,,HD75328_harps_pre-serval.vels,,HD75328_harps_pre_serval-mlc.vels,,130.0796375,-79.67403916666667
HD75413,08:48:49.5420,-32:28:15.429,G3/5V,5706.0,9.3,9.1,HD75413_plots.pdf,HD75413_harps_pre-drs.vels,HD75413_harps_post-drs.vels,HD75413_harps_pre-serval.vels,HD75413_harps_post-serval.vels,HD75413_harps_pre_serval-mlc.vels,HD75413_harps_post_serval-mlc.vels,132.206425,-32.4709525
HD75416,08:41:19.5144,-78:57:48.102,B8V,8847.2,5.5,5.4,HD75416_plots.pdf,HD75416_harps_pre-drs.vels,,HD75416_harps_pre-serval.vels,,HD75416_harps_pre_serval-mlc.vels,,130.33130999999997,-78.96336166666667
HD75445,08:48:42.9335,-39:14:01.937,ApSrEu(Cr),7364.1,7.1,7.1,,HD75445_harps_pre-drs.vels,,HD75445_harps_pre-serval.vels,,HD75445_harps_pre_serval-mlc.vels,,132.17888958333333,-39.23387138888889
HD75469,08:50:45.1218,+18:49:55.872,A2Vs,9500.0,6.4,6.4,HD75469_plots.pdf,HD75469_harps_pre-drs.vels,,HD75469_harps_pre-serval.vels,,HD75469_harps_pre_serval-mlc.vels,,132.68800749999997,18.832186666666665
HD75530,08:50:21.0008,-05:32:09.696,G8/K0V,,9.2,9.0,HD75530_plots.pdf,HD75530_harps_pre-drs.vels,,HD75530_harps_pre-serval.vels,,HD75530_harps_pre_serval-mlc.vels,,132.58750333333333,-5.536026666666666
HD75732,08:52:35.8113,+28:19:50.956,K0IV-V,,5.9,5.7,HD75732_plots.pdf,HD75732_harps_pre-drs.vels,,HD75732_harps_pre-serval.vels,,HD75732_harps_pre_serval-mlc.vels,,133.14921375,28.33082111111111
HD75745,08:49:35.9592,-52:28:35.396,F8wF2,5784.3,9.4,9.3,HD75745_plots.pdf,HD75745_harps_pre-drs.vels,,HD75745_harps_pre-serval.vels,,HD75745_harps_pre_serval-mlc.vels,,132.39982999999998,-52.47649888888889
HD75881,08:52:20.4117,-12:48:31.293,F8IV,6122.5,6.8,6.7,HD75881_plots.pdf,HD75881_harps_pre-drs.vels,HD75881_harps_post-drs.vels,HD75881_harps_pre-serval.vels,HD75881_harps_post-serval.vels,HD75881_harps_pre_serval-mlc.vels,HD75881_harps_post_serval-mlc.vels,133.08504875,-12.808692500000001
HD76188,08:51:27.7392,-61:21:46.682,F7V,5989.0,7.2,7.0,HD76188_plots.pdf,HD76188_harps_pre-drs.vels,,HD76188_harps_pre-serval.vels,,HD76188_harps_pre_serval-mlc.vels,,132.86558,-61.362967222222224
HD76440,08:54:02.7995,-51:35:03.249,G5V,5694.0,8.4,8.2,HD76440_plots.pdf,HD76440_harps_pre-drs.vels,,HD76440_harps_pre-serval.vels,,HD76440_harps_pre_serval-mlc.vels,,133.51166458333333,-51.58423583333334
HD7661,01:16:24.1951,-12:05:49.205,K0V,5433.5,7.6,7.4,HD7661_plots.pdf,HD7661_harps_pre-drs.vels,HD7661_harps_post-drs.vels,HD7661_harps_pre-serval.vels,HD7661_harps_post-serval.vels,HD7661_harps_pre_serval-mlc.vels,HD7661_harps_post_serval-mlc.vels,19.100812916666666,-12.09700138888889
HD76700,08:53:55.5158,-66:48:03.574,G6V,,8.1,8.0,HD76700_plots.pdf,HD76700_harps_pre-drs.vels,HD76700_harps_post-drs.vels,HD76700_harps_pre-serval.vels,HD76700_harps_post-serval.vels,HD76700_harps_pre_serval-mlc.vels,HD76700_harps_post_serval-mlc.vels,133.4813158333333,-66.80099277777778
HD7672,01:16:36.2882,-02:30:01.329,G6III:eFe-2,4879.0,5.4,5.2,HD7672_plots.pdf,HD7672_harps_pre-drs.vels,,HD7672_harps_pre-serval.vels,,HD7672_harps_pre_serval-mlc.vels,,19.15120083333333,-2.5003691666666668
HD76849,08:58:22.4866,-14:22:26.684,K0V,5235.0,9.0,8.8,HD76849_plots.pdf,HD76849_harps_pre-drs.vels,HD76849_harps_post-drs.vels,HD76849_harps_pre-serval.vels,HD76849_harps_post-serval.vels,HD76849_harps_pre_serval-mlc.vels,HD76849_harps_post_serval-mlc.vels,134.59369416666667,-14.374078888888889
HD77058,08:58:56.9083,-34:00:23.398,K1V,5104.5,9.3,9.1,HD77058_plots.pdf,HD77058_harps_pre-drs.vels,,HD77058_harps_pre-serval.vels,,HD77058_harps_pre_serval-mlc.vels,,134.73711791666668,-34.006499444444444
HD77087,08:59:15.8153,-28:48:21.733,G8.5IIICN0.5,4942.3,6.2,6.0,HD77087_plots.pdf,HD77087_harps_pre-drs.vels,,HD77087_harps_pre-serval.vels,,HD77087_harps_pre_serval-mlc.vels,,134.81589708333328,-28.806036944444447
HD770,00:11:56.0565,-42:10:19.708,K0III,4800.6,6.5,6.2,HD770_plots.pdf,HD770_harps_pre-drs.vels,,HD770_harps_pre-serval.vels,,HD770_harps_pre_serval-mlc.vels,,2.9835687499999994,-42.17214111111111
HD77110,08:59:17.8633,-35:18:37.115,G1V,5717.8,8.9,8.7,,HD77110_harps_pre-drs.vels,HD77110_harps_post-drs.vels,HD77110_harps_pre-serval.vels,HD77110_harps_post-serval.vels,HD77110_harps_pre_serval-mlc.vels,HD77110_harps_post_serval-mlc.vels,134.82443041666664,-35.31030972222222
HD77191,09:01:22.7761,+10:43:58.529,G0,5762.5,8.9,8.7,HD77191_plots.pdf,HD77191_harps_pre-drs.vels,,HD77191_harps_pre-serval.vels,,HD77191_harps_pre_serval-mlc.vels,,135.34490041666666,10.732924722222222
HD77278,09:01:47.5559,+06:29:51.879,G5,5351.0,8.0,7.8,HD77278_plots.pdf,HD77278_harps_pre-drs.vels,,HD77278_harps_pre-serval.vels,,HD77278_harps_pre_serval-mlc.vels,,135.44814958333333,6.497744166666667
HD77338,09:01:12.4937,-25:31:37.433,K0IV,,8.6,8.4,HD77338_plots.pdf,HD77338_harps_pre-drs.vels,HD77338_harps_post-drs.vels,HD77338_harps_pre-serval.vels,HD77338_harps_post-serval.vels,HD77338_harps_pre_serval-mlc.vels,HD77338_harps_post_serval-mlc.vels,135.30205708333332,-25.52706472222222
HD77462,09:01:48.9858,-26:33:48.708,F7V,,7.3,7.1,HD77462_plots.pdf,HD77462_harps_pre-drs.vels,,HD77462_harps_pre-serval.vels,,HD77462_harps_pre_serval-mlc.vels,,135.4541075,-26.56353
HD77825,09:04:20.6940,-15:54:51.298,K2V,4902.6,8.8,8.5,HD77825_plots.pdf,HD77825_harps_pre-drs.vels,,HD77825_harps_pre-serval.vels,,HD77825_harps_pre_serval-mlc.vels,,136.08622499999998,-15.914249444444446
HD78004,09:04:09.2798,-47:05:51.854,K2III,4482.7,3.8,3.3,HD78004_plots.pdf,HD78004_harps_pre-drs.vels,,HD78004_harps_pre-serval.vels,,HD78004_harps_pre_serval-mlc.vels,,136.0386658333333,-47.09773722222222
HD78130,09:05:57.5326,-21:31:57.337,G3V,5733.0,8.7,8.5,HD78130_plots.pdf,HD78130_harps_pre-drs.vels,,HD78130_harps_pre-serval.vels,,HD78130_harps_pre_serval-mlc.vels,,136.48971916666665,-21.53259361111111
HD78286,09:06:09.9927,-37:09:09.819,G5V,5781.0,8.6,8.4,HD78286_plots.pdf,HD78286_harps_pre-drs.vels,HD78286_harps_post-drs.vels,HD78286_harps_pre-serval.vels,HD78286_harps_post-serval.vels,HD78286_harps_pre_serval-mlc.vels,HD78286_harps_post_serval-mlc.vels,136.54163624999998,-37.1527275
HD78429,09:06:38.8310,-43:29:31.117,G2V,5768.8,7.3,7.1,,HD78429_harps_pre-drs.vels,HD78429_harps_post-drs.vels,HD78429_harps_pre-serval.vels,HD78429_harps_post-serval.vels,HD78429_harps_pre_serval-mlc.vels,HD78429_harps_post_serval-mlc.vels,136.66179583333331,-43.491976944444446
HD78534,09:09:10.3671,+10:49:18.111,G5,5763.0,8.7,8.6,HD78534_plots.pdf,HD78534_harps_pre-drs.vels,HD78534_harps_post-drs.vels,HD78534_harps_pre-serval.vels,HD78534_harps_post-serval.vels,HD78534_harps_pre_serval-mlc.vels,HD78534_harps_post_serval-mlc.vels,137.29319625,10.821697499999999
HD78538,09:08:46.9651,-05:06:57.914,G5/6,5779.0,8.2,8.0,HD78538_plots.pdf,HD78538_harps_pre-drs.vels,,HD78538_harps_pre-serval.vels,,HD78538_harps_pre_serval-mlc.vels,,137.19568791666666,-5.116087222222222
HD78558,09:08:25.2378,-15:08:41.237,G0.5V,,7.3,7.1,HD78558_plots.pdf,HD78558_harps_pre-drs.vels,HD78558_harps_post-drs.vels,HD78558_harps_pre-serval.vels,HD78558_harps_post-serval.vels,HD78558_harps_pre_serval-mlc.vels,HD78558_harps_post_serval-mlc.vels,137.10515749999996,-15.144788055555555
HD78647,09:07:59.7578,-43:25:57.327,K4Ib,,2.2,,HD78647_plots.pdf,HD78647_harps_pre-drs.vels,,HD78647_harps_pre-serval.vels,,HD78647_harps_pre_serval-mlc.vels,,136.99899083333332,-43.43259083333333
HD78660,09:09:53.8594,+14:27:24.346,G5,5713.0,8.3,8.2,HD78660_plots.pdf,HD78660_harps_pre-drs.vels,HD78660_harps_post-drs.vels,HD78660_harps_pre-serval.vels,HD78660_harps_post-serval.vels,HD78660_harps_pre_serval-mlc.vels,HD78660_harps_post_serval-mlc.vels,137.47441416666666,14.456762777777778
HD78747,09:07:56.5761,-50:28:56.809,G5VFe-1.6CH-1,5880.0,7.7,7.5,HD78747_plots.pdf,HD78747_harps_pre-drs.vels,HD78747_harps_post-drs.vels,HD78747_harps_pre-serval.vels,HD78747_harps_post-serval.vels,HD78747_harps_pre_serval-mlc.vels,HD78747_harps_post_serval-mlc.vels,136.98573375,-50.48244694444445
HD78964,09:07:58.1743,-64:02:06.793,G6/K1(III),5093.3,9.8,9.6,HD78964_plots.pdf,HD78964_harps_pre-drs.vels,,HD78964_harps_pre-serval.vels,,HD78964_harps_pre_serval-mlc.vels,,136.99239291666666,-64.03522027777778
HD7950,01:18:37.9770,-25:53:56.344,G5IV/V,5368.0,8.7,8.5,HD7950_plots.pdf,HD7950_harps_pre-drs.vels,,HD7950_harps_pre-serval.vels,,HD7950_harps_pre_serval-mlc.vels,,19.6582375,-25.898984444444444
HD79601,09:13:44.6281,-42:18:37.470,G2V,5837.4,8.0,7.9,,HD79601_harps_pre-drs.vels,,HD79601_harps_pre-serval.vels,,HD79601_harps_pre_serval-mlc.vels,,138.43595041666666,-42.31040833333333
HD80316,09:18:25.0296,-20:22:16.252,ApSr(Eu),8105.5,7.8,7.8,HD80316_plots.pdf,HD80316_harps_pre-drs.vels,,HD80316_harps_pre-serval.vels,,HD80316_harps_pre_serval-mlc.vels,,139.60429,-20.371181111111113
HD8038,01:19:29.0641,-24:57:04.343,G5V,5682.7,8.4,8.2,HD8038_plots.pdf,HD8038_harps_pre-drs.vels,HD8038_harps_post-drs.vels,HD8038_harps_pre-serval.vels,HD8038_harps_post-serval.vels,HD8038_harps_pre_serval-mlc.vels,HD8038_harps_post_serval-mlc.vels,19.871100416666664,-24.951206388888888
HD80447,09:19:33.8941,-11:18:53.868,A1V,8187.0,6.6,6.6,HD80447_plots.pdf,HD80447_harps_pre-drs.vels,,HD80447_harps_pre-serval.vels,,HD80447_harps_pre_serval-mlc.vels,,139.89122541666663,-11.314963333333335
HD80883,09:19:44.1270,-59:28:39.788,K0.5V,5094.4,8.6,8.4,HD80883_plots.pdf,HD80883_harps_pre-drs.vels,,HD80883_harps_pre-serval.vels,,HD80883_harps_pre_serval-mlc.vels,,139.93386249999998,-59.47771888888889
HD80950,09:17:27.5700,-74:44:04.522,A0V,9576.5,5.9,5.9,HD80950_plots.pdf,HD80950_harps_pre-drs.vels,,HD80950_harps_pre-serval.vels,,HD80950_harps_pre_serval-mlc.vels,,139.36487499999998,-74.73458944444444
HD81009,09:22:50.8563,-09:50:19.659,ApEuCrSr,8430.0,6.5,6.5,,HD81009_harps_pre-drs.vels,,HD81009_harps_pre-serval.vels,,HD81009_harps_pre_serval-mlc.vels,,140.71190125,-9.838794166666668
HD81101,09:20:56.8132,-62:24:16.681,G6III,4907.0,4.8,4.5,HD81101_plots.pdf,HD81101_harps_pre-drs.vels,,HD81101_harps_pre-serval.vels,,HD81101_harps_pre_serval-mlc.vels,,140.23672166666665,-62.40463361111111
HD81169,09:23:12.2513,-28:50:01.878,G8.5IIIbFe-1,5053.0,4.7,4.4,HD81169_plots.pdf,HD81169_harps_pre-drs.vels,,HD81169_harps_pre-serval.vels,,HD81169_harps_pre_serval-mlc.vels,,140.80104708333332,-28.833855
HD81639,09:22:06.0681,-73:32:36.059,G7V,5592.5,8.1,7.9,HD81639_plots.pdf,HD81639_harps_pre-drs.vels,,HD81639_harps_pre-serval.vels,,HD81639_harps_pre_serval-mlc.vels,,140.52528375,-73.54334972222222
HD81700,09:24:22.9477,-63:43:06.064,G2V,,8.5,8.4,HD81700_plots.pdf,HD81700_harps_pre-drs.vels,HD81700_harps_post-drs.vels,HD81700_harps_pre-serval.vels,HD81700_harps_post-serval.vels,HD81700_harps_pre_serval-mlc.vels,HD81700_harps_post_serval-mlc.vels,141.09561541666667,-63.71835111111111
HD81767,09:27:09.2787,-16:39:43.128,K2(III),4972.0,9.5,9.2,HD81767_plots.pdf,HD81767_harps_pre-drs.vels,,HD81767_harps_pre-serval.vels,,HD81767_harps_pre_serval-mlc.vels,,141.78866124999996,-16.66198
HD81797,09:27:35.2427,-08:39:30.958,K3IIIa,,2.0,10.3,,HD81797_harps_pre-drs.vels,,HD81797_harps_pre-serval.vels,,HD81797_harps_pre_serval-mlc.vels,,141.8968445833333,-8.658599444444445
HD82114,09:23:24.8104,-77:53:25.864,F8/G0V,,7.1,6.9,HD82114_plots.pdf,HD82114_harps_pre-drs.vels,,HD82114_harps_pre-serval.vels,,HD82114_harps_pre_serval-mlc.vels,,140.85337666666663,-77.89051777777779
HD82165,09:29:16.1735,-38:24:12.747,A6V,7652.0,6.1,6.1,HD82165_plots.pdf,HD82165_harps_pre-drs.vels,,HD82165_harps_pre-serval.vels,,HD82165_harps_pre_serval-mlc.vels,,142.31738958333332,-38.40354083333333
HD82446,09:31:58.9252,-01:11:04.787,A2V,7836.0,4.5,4.5,HD82446_plots.pdf,HD82446_harps_pre-drs.vels,,HD82446_harps_pre-serval.vels,,HD82446_harps_pre_serval-mlc.vels,,142.99552166666666,-1.1846630555555555
HD82516,09:30:59.2800,-47:23:03.047,K2V,,8.5,8.3,,HD82516_harps_pre-drs.vels,HD82516_harps_post-drs.vels,HD82516_harps_pre-serval.vels,HD82516_harps_post-serval.vels,HD82516_harps_pre_serval-mlc.vels,HD82516_harps_post_serval-mlc.vels,142.74699999999999,-47.38417972222222
HD82783,09:33:26.9594,-30:40:01.180,K0V,5242.0,9.4,9.2,HD82783_plots.pdf,HD82783_harps_pre-drs.vels,HD82783_harps_post-drs.vels,HD82783_harps_pre-serval.vels,HD82783_harps_post-serval.vels,HD82783_harps_pre_serval-mlc.vels,HD82783_harps_post_serval-mlc.vels,143.36233083333332,-30.666994444444445
HD82895,09:33:57.6027,-31:56:27.212,F3V,6503.3,7.5,7.4,HD82895_plots.pdf,HD82895_harps_pre-drs.vels,,HD82895_harps_pre-serval.vels,,HD82895_harps_pre_serval-mlc.vels,,143.49001124999998,-31.94089222222222
